"RT","SERIALNO","DIVISION","SPORDER","PUMA","REGION","STATE","ADJINC","PWGTP","CIT","CITWP","COW","ENG","FER","GCL","GCM","GCR","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPIK","MLPJ","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKWN","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESP","ESR","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","LANP","MIGPUMA","MIGSP","MSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","VPS","WAOB","Class"
"P","2023HU0013846",1,1,906,1,25,1019518,57,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,1991,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,80000,40,52,1,NA,2,32,50,NA,1,NA,1,1901,NA,1,1,5276,110,67,NA,NA,NA,1,1,NA,0,4700,NA,80000,80000,17,501,900,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU1118916",1,1,504,1,25,1019518,183,2,NA,NA,4,NA,1,NA,2,0,2,2,1,1,2,2,2,0,NA,NA,NA,1,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,9,0,2,11300,0,0,NA,NA,2,2000,4,999,999,7,NA,NA,6,NA,NA,1,3,NA,NA,NA,1200,NA,NA,6,1,NA,0,NA,4,0,11300,72,146,NA,NA,2,1,3,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,2,"Yes"
"P","2023HU0593135",1,6,705,1,25,1019518,118,4,2010,1,2,NA,NA,NA,NA,0,1,2,2,2,2,2,2,0,25,1,1,1,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,2,15,19,0,1,0,0,15600,24,52,NA,2009,4,999,999,7,1,NA,1,NA,NA,1,1,8770,63,19,1055,NA,NA,6,2,NA,0,7200,NA,15600,15600,332,422,800,25,1,2,4,2,3000,2,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,"No"
"P","2023HU1164611",1,1,703,1,25,1019518,53,1,NA,1,NA,NA,2,NA,NA,0,2,2,1,2,2,2,2,200,38,1,1,2,1,2,2,2,2,2008,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1500,1,NA,22,0,1,0,0,65000,40,52,1,NA,2,51,142,NA,1,NA,1,5003,NA,1,1,3380,107,61,NA,NA,NA,1,1,NA,0,600,NA,65000,66700,25,501,700,25,2,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0080338",1,1,704,1,25,1019518,88,1,NA,NA,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,0,NA,NA,NA,2,2,2,2,1,2,1952,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,16,0,2,0,1600,0,NA,NA,2,NA,1,82,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,1,NA,0,NA,4,0,1600,6,11,NA,NA,1,1,2,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"Yes"
"P","2023HU0384044",1,1,1001,1,25,1019518,93,1,NA,7,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,45,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,19,0,2,0,0,52000,40,49,1,NA,2,935,50,NA,1,NA,1,NA,NA,1,1,3390,91,43,NA,NA,NA,6,1,NA,0,5940,4,52000,52000,25,339,900,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0109596",1,1,402,1,25,1019518,224,2,NA,1,NA,2,NA,NA,NA,0,2,2,2,1,2,2,2,0,3,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,19,0,2,0,0,840,20,8,1,2016,1,261,999,8,1,NA,1,NA,NA,1,3,8680,136,88,NA,NA,NA,6,1,NA,0,4020,3,840,840,72,2,400,25,2,1,1,8,8000,15,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,2,"No"
"P","2023HU0958132",1,1,1001,1,25,1019518,119,1,NA,NA,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,10500,NA,NA,NA,2,3,2,2,3,2,1985,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,19,0,2,0,15700,0,NA,NA,2,NA,1,22,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,1,NA,0,NA,4,0,26200,25,467,NA,NA,1,1,3,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0846261",1,2,1301,1,25,1019518,93,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,6100,0,3,11,12,0,1,0,0,0,NA,NA,2,NA,2,50,84,NA,NA,8,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,1,7,1,NA,NA,0,6100,25,83,NA,NA,1,1,3,1,1000,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0105720",1,1,501,1,25,1019518,245,1,NA,7,NA,NA,2,NA,NA,2,1,1,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1972,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,0,0,0,1,NA,22,0,1,0,0,0,NA,NA,2,NA,2,50,89,NA,NA,NA,6,6201,NA,1,1,7460,NA,NA,NA,NA,NA,1,1,NA,0,440,NA,0,0,25,59,NA,NA,1,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0833679",1,1,606,1,25,1019518,53,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,4300,NA,NA,11,2,1,2,2,1,2,1988,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,182000,45,52,1,NA,2,935,22,NA,NA,NA,1,2408,NA,1,1,7380,NA,NA,NA,NA,NA,1,1,NA,0,440,NA,182000,186300,33,501,600,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0646198",1,1,100,1,25,1019518,46,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,30,1,1,2,1,2,2,1,2,1989,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,16,0,1,0,0,74000,45,52,1,NA,1,50,999,NA,1,NA,1,NA,NA,1,1,7770,76,31,NA,NA,NA,1,1,NA,0,4210,NA,74000,74000,25,450,100,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1115772",1,2,604,1,25,1019518,81,1,NA,1,NA,NA,2,NA,NA,2,2,1,2,2,2,2,2,20000,60,1,1,2,1,2,2,1,2,2004,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,0,1,0,0,350000,55,52,1,NA,1,32,999,NA,1,NA,1,2405,NA,1,1,2190,85,34,NA,NA,NA,1,1,NA,0,140,NA,350000,370000,39,501,800,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU1049830",1,2,403,1,25,1019518,74,1,NA,NA,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1987,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,12000,1,NA,16,0,2,0,0,0,NA,NA,2,NA,2,431,26,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,4,0,12000,25,257,NA,NA,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1327787",1,2,606,1,25,1019518,101,1,NA,1,NA,2,NA,NA,NA,2,2,1,2,2,2,2,2,0,15,1,1,2,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,18,0,2,0,0,20000,40,52,NA,NA,2,51,46,NA,1,NA,1,NA,NA,1,1,5382,100,58,NA,900,25,6,1,NA,0,4760,4,20000,20000,25,298,600,25,1,2,4,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1391324",1,1,1004,1,25,1019518,35,1,NA,NA,NA,NA,2,NA,NA,0,2,2,1,1,2,2,2,40,NA,NA,NA,2,3,2,2,1,2,1975,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,16,0,2,0,14300,0,NA,NA,2,NA,1,510,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,1,NA,0,NA,4,0,14340,25,101,NA,NA,2,1,1,9,9000,38,0,0,1,0,2,0,1,0,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1078564",1,2,1102,1,25,1019518,56,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,50000,25,1,1,2,1,2,2,1,2,2012,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,135000,40,52,1,NA,2,51,50,NA,1,NA,1,6200,NA,1,1,6671,99,55,NA,NA,NA,1,1,NA,0,52,NA,135000,185000,25,501,1000,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0866511",1,2,706,1,25,1019518,111,1,NA,NA,NA,2,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,0,2,12,12,0,2,0,0,0,NA,NA,NA,NA,2,360,939,NA,NA,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,1,5,1,NA,NA,NA,2000,25,501,NA,NA,1,2,4,9,9000,29,0,0,0,0,2,0,1,1,1,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1072791",1,4,301,1,25,1019518,110,1,NA,NA,NA,2,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,3,3,0,0,0,2,13,14,0,2,0,0,0,NA,NA,2,NA,4,999,999,NA,NA,1,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,1,1,1,NA,4,0,0,25,501,NA,NA,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1178695",1,1,503,1,25,1019518,42,1,NA,7,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1997,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,3,0,0,0,1,NA,16,0,1,0,0,67000,45,52,2,NA,1,939,999,NA,NA,NA,6,NA,NA,1,1,7770,NA,NA,NA,NA,NA,1,1,NA,0,4251,NA,67000,67000,25,285,NA,NA,1,2,1,9,9000,17,1,0,0,0,2,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0686874",1,1,403,1,25,1019518,45,1,NA,NA,NA,NA,2,NA,NA,0,2,2,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1993,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,22,0,1,0,0,0,NA,NA,2,NA,1,142,999,NA,NA,NA,6,2400,NA,1,1,NA,NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,0,0,25,0,NA,NA,2,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023GQ0080183",1,1,613,1,25,1019518,109,1,NA,1,NA,NA,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,3,15,19,0,1,0,0,3000,20,12,2,NA,2,46,51,NA,NA,NA,6,NA,NA,1,1,8680,NA,NA,NA,NA,NA,6,1,NA,NA,310,NA,3000,3000,17,NA,NA,NA,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0160557",1,1,705,1,25,1019518,138,1,NA,1,NA,NA,2,NA,NA,0,2,2,2,1,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,21,0,1,0,0,0,NA,NA,2,NA,4,999,999,NA,NA,NA,6,5505,NA,1,1,7680,NA,NA,NA,NA,NA,6,1,NA,0,3930,NA,0,0,25,0,NA,NA,2,1,1,8,8000,15,0,0,0,0,1,0,1,0,0,1,2,NA,NA,NA,1,"Yes"
"P","2023HU0003785",1,3,906,1,25,1019518,50,1,NA,NA,NA,2,2,NA,NA,0,2,2,2,1,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,3,3,0,0,0,1,NA,17,0,2,0,0,0,NA,NA,2,NA,2,935,87,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,1,NA,0,NA,4,0,0,44,501,NA,NA,2,1,3,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1062533",1,4,503,1,25,1019518,48,1,NA,3,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,45,1,1,2,1,2,2,1,2,1993,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,45000,40,52,1,NA,2,88,22,NA,1,NA,1,1901,NA,1,1,7860,70,22,NA,NA,NA,1,1,NA,0,2320,NA,45000,45000,25,501,500,25,1,2,4,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,1,1,NA,1,"No"
"P","2023HU1379448",1,1,613,1,25,1019518,67,1,NA,2,1,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,30,1,1,1,1,2,2,1,2,2009,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,23,0,2,0,0,135000,40,52,1,NA,1,46,999,NA,1,NA,1,5505,NA,1,1,8191,100,55,1235,NA,NA,1,1,NA,0,1825,2,135000,135000,25,501,600,25,1,2,4,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0431508",1,1,502,1,25,1019518,261,1,NA,NA,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1958,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,2900,1,NA,21,0,1,0,24600,0,NA,NA,2,NA,1,88,999,NA,NA,NA,6,3700,5007,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,0,27500,17,267,NA,NA,1,1,3,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"Yes"
"P","2023HU0581720",1,1,613,1,25,1019518,60,1,NA,NA,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,2,2,1978,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,50000,1,NA,16,0,1,0,0,0,NA,NA,2,NA,1,939,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,0,50000,25,501,NA,NA,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0677617",1,2,403,1,25,1019518,176,1,NA,NA,NA,NA,2,NA,NA,0,2,2,2,1,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1992,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,16,0,2,0,0,0,NA,NA,2,NA,1,50,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,4,0,0,36,0,NA,NA,2,1,1,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0494019",1,1,606,1,25,1019518,45,1,NA,NA,NA,NA,2,NA,NA,2,2,1,2,1,2,2,2,0,NA,NA,NA,2,3,2,2,2,2,2005,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,0,0,0,1,NA,17,0,1,26800,0,0,NA,NA,2,NA,1,50,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,500,25,4,1,NA,0,NA,NA,0,26800,54,174,NA,NA,1,1,2,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023GQ0078318",1,1,1004,1,25,1019518,70,1,NA,NA,NA,NA,2,NA,NA,0,1,2,1,2,2,2,2,0,NA,NA,NA,2,2,2,2,1,2,1956,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,19,0,2,0,1600,0,NA,NA,NA,NA,4,999,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,1000,25,3,1,NA,NA,NA,NA,0,1600,25,NA,NA,NA,1,1,4,1,1000,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,1,"Yes"
"P","2023HU0167903",1,2,805,1,25,1019518,67,4,2000,1,NA,2,2,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,11,2,1,2,2,1,2,2009,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,2,0,0,6000,40,52,1,1996,2,100,130,6,NA,NA,1,1901,NA,1,1,7390,NA,NA,NA,NA,NA,1,2,NA,0,440,2,6000,6000,100,45,800,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,5,"No"
"P","2023HU1272965",1,1,904,1,25,1019518,60,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,500,25,1,1,2,3,2,2,1,2,1980,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,20,0,2,0,0,24000,20,52,1,NA,1,22,999,NA,1,NA,1,NA,NA,1,1,6991,105,61,NA,NA,NA,4,1,NA,0,150,4,24000,24500,25,158,900,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0185460",1,1,706,1,25,1019518,60,1,NA,1,NA,2,2,NA,NA,0,1,2,2,2,2,2,2,6000,18,1,1,2,1,2,2,2,2,2020,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,2,0,0,53000,38,52,1,NA,2,51,26,NA,1,NA,1,6200,NA,1,1,2880,97,55,NA,NA,NA,1,1,NA,0,5740,1,53000,59000,25,484,700,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU1010619",1,1,603,1,25,1019518,111,1,NA,3,NA,2,2,NA,NA,0,1,2,2,2,2,2,2,0,142,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,0,2,0,0,74000,40,52,1,NA,1,51,999,NA,1,NA,1,5200,NA,1,1,7860,100,37,NA,NA,NA,6,1,NA,0,2002,4,74000,74000,25,474,600,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU1368544",1,1,902,1,25,1019518,81,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,10000,NA,NA,11,2,1,2,2,1,2,2007,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,49000,1,NA,23,0,1,0,0,272000,40,52,1,NA,2,89,50,NA,NA,NA,1,5506,NA,1,1,7490,NA,NA,NA,NA,NA,1,1,NA,0,2100,NA,272000,331000,9,501,900,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0732607",1,1,604,1,25,1019518,49,1,NA,NA,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,8100,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,37100,1,NA,20,0,2,0,27600,0,NA,NA,2,NA,1,3,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,1,NA,0,NA,4,0,72800,25,501,NA,NA,1,1,2,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0299661",1,2,201,1,25,1019518,29,1,NA,3,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,40,1,1,2,1,2,2,2,2,2004,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,0,2,0,0,75000,40,52,1,NA,2,22,32,NA,1,NA,1,1501,NA,1,1,7860,102,55,NA,NA,NA,1,1,NA,0,2320,4,75000,75000,11,501,290,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023GQ0103206",1,1,504,1,25,1019518,77,1,NA,1,NA,2,NA,NA,NA,2,2,1,2,2,2,2,2,0,20,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,3,15,19,0,2,0,0,800,25,12,1,NA,1,32,999,NA,1,NA,1,NA,NA,1,1,5071,155,95,NA,NA,NA,6,1,NA,NA,4760,NA,800,800,25,NA,600,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1230457",1,2,606,1,25,1019518,60,1,NA,NA,NA,2,2,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,2009,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,21,0,2,0,0,0,NA,NA,2,NA,3,996,999,NA,NA,NA,6,2304,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,2,0,0,45,501,NA,NA,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0234911",1,1,611,1,25,1019518,36,1,NA,6,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,0,90,NA,2,2,1,2,2,1,2,2014,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,75000,1,0,0,0,35,52,1,NA,1,46,999,NA,NA,NA,1,1401,NA,1,1,7370,124,67,NA,NA,NA,1,1,NA,0,2635,NA,75000,75000,34,492,600,25,1,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,2,1,NA,NA,NA,1,"No"
"P","2023HU0807488",1,2,706,1,25,1019518,249,1,NA,1,NA,2,NA,NA,NA,0,2,2,2,2,2,2,2,0,45,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,16,0,2,0,0,35000,40,52,1,NA,2,924,50,NA,1,NA,1,NA,NA,2,1,8680,202,116,NA,NA,NA,6,1,NA,0,4110,4,35000,35000,33,222,700,25,2,2,4,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0455699",1,2,506,1,25,1019518,63,1,NA,2,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,20,8,1,1,2,1,2,2,1,2,1988,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,2,0,0,100000,45,52,1,NA,1,50,999,NA,1,NA,1,6201,NA,1,1,8370,83,43,NA,NA,NA,1,1,NA,0,800,4,100000,100020,25,501,500,25,1,2,4,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0047898",1,1,905,1,25,1019518,59,1,NA,3,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,5,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,0,1,0,0,160000,50,52,1,NA,2,142,148,NA,1,NA,1,4801,NA,1,1,9370,92,52,NA,NA,NA,6,1,NA,0,440,NA,160000,160000,36,501,900,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0071075",1,2,603,1,25,1019518,93,1,NA,NA,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,1900,NA,NA,NA,2,1,2,2,1,2,1961,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,0,0,26400,1,NA,18,0,1,0,38000,0,NA,NA,2,NA,2,935,431,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,0,66300,25,437,NA,NA,1,1,2,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"Yes"
"P","2023HU0630201",1,3,1002,1,25,1019518,77,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,15,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,55000,40,52,1,NA,4,999,999,NA,1,NA,1,5301,NA,1,1,3390,93,51,NA,NA,NA,6,1,NA,0,5140,NA,55000,55000,25,501,1100,25,1,2,3,9,9000,29,0,0,0,0,2,0,1,1,0,2,2,NA,NA,NA,1,"No"
