"SPORDER","PUMA","PWGTP","CIT","COW","ENG","FER","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MIG","NWAB","NWLA","NWLK","SCH","SCHL","SEX","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MSP","NATIVITY","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","WAOB","Class"
1,"704",331,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","2","2","2","2","2","1","2","2","2","1","22","2","0","0","0","2","1","50","999","0","0","6","0","0","0","3","1","0","0","4","0","4","48","3","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"503",68,"1","4","0","2","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","22","2","3","2","5","1","1","50","999","0","1","1","7590","46","0","1","1","0","5940","1","5","5","25","6","500","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"1004",37,"1","6","1","2","2","0","1","2","2","2","2",1,"1","1","5","0","0","0","0","3","3","3","3","1","16","2","0","2","5","0","4","999","999","0","1","1","9290","49","1210","6","1","0","4230","4","4","4","25","2","300","44","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"703",60,"1","1","0","0","2","0","1","2","2","2","3",2,"1","2","1","2","2","2","2","1","2","2","2","2","18","1","3","2","5","1","1","50","999","0","2","1","1990","40","0","1","1","0","7010","0","5","5","25","6","700","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"609",309,"1","1","0","0","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","3","3","3","3","1","21","1","3","2","5","1","4","999","999","0","0","1","5171","0","0","6","1","0","800","0","5","5","36","5","600","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
3,"1004",204,"1","1","0","2","0","0","1","2","2","1","1",2,"1","2","5","0","0","0","0","1","3","3","3","2","19","2","1","1","5","1","1","22","999","0","2","1","8680","112","0","6","1","0","4720","4","3","3","25","1","1000","25","1","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"613",61,"1","1","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","3","3","3","3","1","21","2","3","2","5","1","1","51","999","0","1","1","8191","49","0","1","1","0","3255","1","5","5","25","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","1","1","No"
1,"1104",54,"4","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","1","11","999","2","0","6","0","0","0","1","2","0","0","4","0","4","138","4","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","5","No"
4,"906",76,"1","1","0","0","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","2","20","1","1","2","1","1","1","261","999","0","1","1","4871","43","0","6","1","0","9620","0","3","3","25","6","1000","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
5,"1001",73,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","2","2","2","1","2","1","3","3","3","1","16","2","0","0","0","0","4","999","999","0","0","6","0","0","0","3","1","0","0","4","0","0","44","6","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"704",87,"1","1","0","0","2","0","1","2","1","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","18","2","1","1","2","1","2","50","82","0","1","1","4981","106","0","1","1","0","4760","4","3","4","25","6","700","25","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1201",87,"1","1","0","0","0","0","1","2","2","2","1",1,"1","2","1","2","1","1","2","3","3","3","3","1","21","1","2","2","5","1","4","999","999","0","1","1","7770","109","0","1","1","0","4251","0","4","4","25","3","1290","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"904",52,"3","0","2","0","2","0","2","2","1","2","0",0,"0","1","1","2","2","1","2","1","2","2","2","1","21","1","0","0","0","2","1","706","999","3","0","6","0","0","2050","1","1","0","0","0","0","5","207","4","0","0","2","1","3","6","4000","5","1","0","1","0","0","0","1","2","4","No"
2,"803",56,"1","6","0","0","2","0","1","2","2","2","3",1,"1","2","5","0","0","0","0","1","3","3","3","1","20","2","0","3","5","1","2","50","51","0","1","1","4771","55","0","6","1","0","4950","4","5","6","25","6","800","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
4,"1102",50,"5","0","1","0","0","1","2","1","2","2","0",0,"0","1","5","0","0","0","0","1","3","2","2","2","15","1","0","0","0","2","1","239","999","8","0","6","0","0","1200","6","2","0","0","0","0","0","373","2","0","0","1","2","2","9","9000","29","0","0","2","1","1","0","0","0","3","No"
2,"401",62,"4","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","20","2","3","2","5","1","1","301","999","6","1","1","4981","43","0","1","2","0","4720","4","5","6","324","6","400","25","1","2","3","2","3000","2","0","1","1","0","0","0","0","0","3","No"
2,"504",40,"4","1","1","0","2","0","1","2","2","2","0",0,"0","1","1","2","2","1","2","1","2","2","2","1","19","2","0","0","0","2","1","200","999","6","0","6","3390","0","1200","1","2","0","7720","4","0","4","365","4","0","0","1","2","3","9","9000","29","0","0","2","1","1","0","0","0","3","Yes"
1,"702",94,"1","1","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","2","2","1","2","2","2","1","18","2","0","0","0","2","2","50","22","0","0","6","3390","0","0","1","1","0","2634","4","0","3","25","1","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"1004",60,"1","1","0","2","0","0","1","2","2","2","1",1,"1","2","5","0","0","0","0","1","3","3","3","3","20","2","2","2","5","0","4","999","999","0","1","1","8680","19","0","6","1","0","5240","4","4","4","25","6","1000","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"803",216,"1","1","0","2","0","0","1","2","2","2","2",0,"2","2","5","0","0","0","0","3","3","3","3","1","21","2","1","2","2","1","1","82","999","0","0","1","6871","49","0","6","1","0","960","4","4","4","25","1","800","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"610",55,"1","2","0","0","2","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","24","1","3","3","5","1","1","46","999","0","1","1","7870","58","0","6","1","0","360","0","5","6","25","6","600","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"201",40,"1","6","0","0","2","0","1","2","2","2","1",0,"10","2","1","2","2","1","2","1","3","3","3","1","21","1","0","3","5","1","1","50","999","0","0","1","4771","55","0","1","1","0","2600","0","4","4","19","5","290","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"904",120,"4","7","2","0","2","0","2","2","1","1","0",0,"0","1","1","2","2","1","2","1","2","2","2","1","1","2","0","0","0","2","1","46","999","4","0","6","770","0","1235","1","2","0","5740","4","0","3","116","2","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","5","No"
2,"901",86,"1","1","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","3","2","5","1","2","51","50","0","0","1","7370","0","0","1","1","0","2634","4","5","5","9","6","900","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"506",76,"1","0","0","0","2","2","1","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","2","50","26","0","0","6","0","0","0","1","1","0","0","4","0","3","25","2","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"402",56,"1","2","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","20","2","2","2","5","1","1","88","999","0","1","1","8090","67","0","1","1","0","350","4","4","4","25","6","400","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"1004",55,"1","0","0","0","2","2","2","1","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","19","2","0","0","0","2","2","51","50","0","0","6","0","0","0","1","1","0","0","4","0","0","36","6","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"806",55,"4","2","1","2","2","0","1","2","2","2","3",1,"1","1","1","2","2","1","2","1","2","2","2","1","19","2","2","2","5","1","1","522","999","7","1","1","7980","40","4590","1","2","0","3640","4","4","4","416","4","900","25","1","2","1","2","3000","2","0","1","1","0","0","0","0","0","6","No"
1,"905",106,"1","2","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","4","2","5","1","3","996","999","0","0","1","7870","0","0","1","1","0","120","2","5","6","48","6","900","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"1004",100,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","2","2","2","1","21","1","3","3","5","1","2","26","50","0","1","1","6680","34","0","1","1","0","7420","0","5","5","25","6","1000","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"606",62,"1","2","0","1","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","22","2","4","2","5","1","4","999","999","0","0","1","8191","0","0","1","1","0","3550","1","5","6","25","6","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","1","1","No"
2,"201",22,"5","1","2","2","2","0","2","2","2","2","0",0,"0","1","1","2","1","1","2","2","1","2","3","1","22","2","2","1","4","2","1","200","999","8","0","2","1190","0","1564","1","2","0","4760","2","4","4","134","4","0","0","2","2","2","9","9000","29","0","0","2","1","1","0","1","2","5","No"
2,"1004",55,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","2","2","2","5","1","2","84","26","0","1","1","6380","40","0","1","1","0","9130","4","4","4","25","6","1000","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"805",66,"1","2","2","0","2","0","1","2","2","2","3",0,"3","1","1","2","2","1","2","3","3","3","3","1","16","1","1","2","5","1","1","290","999","0","0","1","6390","49","1200","2","1","0","9645","0","3","3","25","1","800","25","1","2","2","8","8000","15","0","0","1","1","0","0","0","0","1","No"
2,"100",60,"1","3","0","0","2","2","2","1","2","2","1",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","1","3","3","5","0","4","999","999","0","1","1","7860","55","0","1","1","0","2320","0","5","5","25","5","100","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"1104",324,"1","1","0","0","2","0","1","2","2","2","1",1,"1","2","5","0","0","0","0","1","3","3","3","1","19","2","2","2","5","0","4","999","999","0","1","1","7970","73","0","6","1","0","5000","4","4","4","12","3","1100","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"605",472,"5","1","3","0","2","0","2","2","2","1","2",1,"1","1","3","2","2","1","2","1","3","3","3","1","21","1","2","3","5","1","1","360","999","8","1","1","770","43","1210","4","2","0","6260","0","4","4","362","4","600","25","2","1","4","9","9000","29","0","0","2","1","1","0","2","2","3","No"
1,"1301",57,"1","0","0","0","1","2","2","1","1","2","0",0,"0","2","2","2","2","2","2","1","2","2","2","1","22","2","0","0","0","2","2","22","88","0","0","6","0","0","0","3","1","0","0","4","0","5","25","4","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","2","1","1","No"
1,"602",141,"1","1","1","2","2","0","1","2","2","2","1",1,"1","1","5","0","0","0","0","1","3","3","3","1","18","2","3","2","5","1","1","703","999","0","1","1","3390","19","1900","6","1","0","1555","2","5","5","25","5","600","25","1","2","1","6","4007","10","1","0","1","0","0","0","0","0","1","No"
1,"802",43,"4","2","0","2","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","22","2","3","2","5","1","1","706","999","7","0","1","8191","0","0","6","2","0","705","4","5","5","207","6","800","25","1","2","2","6","4000","5","1","0","1","0","0","0","2","1","4","No"
1,"403",45,"1","3","0","0","2","0","1","2","2","2","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","22","1","3","2","5","1","2","51","939","0","1","1","7860","40","0","4","1","0","2320","0","5","5","25","5","500","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"401",55,"1","1","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","17","1","2","2","4","1","4","999","999","0","1","1","6991","52","0","1","1","0","4810","0","4","4","25","6","290","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"1102",34,"1","7","0","0","2","0","1","2","2","2","4",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","1","4","2","5","1","4","999","999","0","1","1","770","43","0","1","1","0","440","0","5","6","25","6","1100","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"201",14,"1","0","0","0","2","2","2","1","1","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","18","1","0","0","0","2","1","22","999","0","0","6","0","0","0","6","1","0","0","0","0","4","25","2","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"1002",104,"1","0","0","0","1","0","1","2","1","2","0",0,"0","2","1","2","2","2","2","1","2","2","2","1","17","1","0","0","0","2","1","50","999","0","0","6","0","0","0","1","1","0","0","0","0","4","44","2","0","0","1","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"602",142,"1","6","0","0","2","2","2","1","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","2","0","3","5","1","4","999","999","0","1","1","6180","23","0","1","1","0","5410","4","4","4","25","6","600","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"701",63,"1","7","0","0","2","0","1","2","1","2","1",1,"1","2","2","2","2","1","2","1","3","3","3","1","16","2","1","2","1","1","1","50","999","0","1","1","7270","46","0","3","1","0","5740","4","3","4","25","3","700","25","1","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"704",118,"1","1","0","2","0","0","1","2","2","2","3",1,"1","2","1","2","1","1","2","1","3","3","3","1","23","2","5","2","5","1","2","50","148","0","1","1","7480","55","0","1","1","0","3250","4","5","6","25","6","600","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
3,"601",349,"3","1","0","2","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","2","0","0","0","2","2","32","50","5","0","6","7380","0","0","1","1","0","800","3","0","3","301","6","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","7","No"
1,"402",62,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","1","900","999","0","0","6","0","0","0","1","1","0","0","4","0","3","54","6","0","0","1","1","3","2","3000","2","0","1","1","0","0","0","0","0","1","Yes"
2,"1102",148,"1","1","0","2","0","0","1","2","2","2","4",1,"1","2","5","0","0","0","0","1","3","3","3","1","21","2","3","3","5","1","2","50","89","0","1","1","7071","43","0","6","1","0","20","4","5","5","25","4","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"1201",100,"1","0","0","0","2","2","1","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","1","0","0","0","2","1","50","999","0","0","6","0","0","0","1","1","0","0","0","0","5","25","6","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"506",91,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","2","2","2","1","2","1","2","2","2","1","19","1","0","0","0","2","2","32","26","0","0","6","0","0","0","3","1","0","0","0","0","4","25","2","0","0","1","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"501",14,"1","7","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","5","2","5","1","2","50","26","0","1","1","6991","37","0","1","1","0","4810","4","5","6","25","6","500","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
3,"1104",108,"1","0","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","16","1","0","0","0","2","2","51","88","0","0","6","0","0","0","6","1","0","0","0","0","0","25","4","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
1,"401",58,"1","1","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","22","2","2","2","5","1","2","22","50","0","1","1","7071","64","0","1","1","0","4920","3","4","4","25","6","400","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"1103",150,"1","4","0","2","2","0","1","2","2","2","3",2,"1","2","3","2","2","1","2","1","3","3","3","1","19","2","4","2","5","1","4","999","999","0","2","1","9570","55","0","4","1","0","630","4","5","6","25","6","900","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
4,"402",65,"5","0","1","0","0","2","2","1","2","2","0",0,"0","1","5","0","0","0","0","1","2","2","2","2","13","1","0","0","0","2","1","599","999","8","0","6","0","0","1170","6","2","1","0","0","0","0","421","3","0","0","1","2","1","2","3000","2","0","1","1","0","0","1","0","0","6","No"
1,"613",68,"1","1","0","0","2","2","2","1","1","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","22","2","4","2","5","1","1","46","999","0","0","1","7380","0","0","6","1","0","1021","4","5","6","23","6","600","25","1","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"403",17,"4","1","1","0","2","0","2","2","1","2","0",0,"0","1","1","2","2","2","2","1","2","2","2","1","20","1","0","0","0","2","1","51","999","3","0","6","580","0","1155","1","2","0","7000","0","0","4","120","5","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","5","No"
2,"1001",106,"5","1","1","1","2","0","1","2","2","2","2",1,"1","1","1","2","2","1","2","1","3","3","3","1","22","2","3","2","5","1","2","51","234","8","1","1","6871","45","1200","1","2","0","710","1","5","5","373","5","1100","25","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","3","No"
1,"1102",84,"1","5","0","0","2","0","2","2","1","2","0",0,"0","2","3","2","2","1","2","1","2","2","2","1","21","1","0","0","0","2","1","50","999","0","0","6","6370","0","0","4","1","0","136","0","0","4","25","2","0","0","2","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"802",44,"1","1","0","0","2","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","3","2","2","2","3","24","1","0","0","0","2","1","706","999","0","0","6","8680","0","0","6","1","0","4055","0","0","0","6","1","0","0","1","2","3","6","4000","5","1","0","1","0","0","0","1","2","1","No"
2,"802",46,"1","1","0","0","0","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","3","2","2","2","3","21","1","1","1","1","2","1","51","999","0","0","6","8563","0","0","6","1","0","4040","0","3","3","9","1","0","0","2","1","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"805",120,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","1","2","0","0","0","2","1","902","999","0","0","6","0","0","0","6","1","-1","0","0","0","4","25","1","0","0","2","1","3","2","3000","2","0","1","1","0","0","-1","0","0","1","Yes"
2,"507",32,"1","1","0","0","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","18","1","2","2","4","1","2","50","51","0","1","1","5392","91","0","6","1","0","5400","0","4","4","25","6","900","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"705",269,"5","6","3","0","2","0","2","2","2","1","1",0,"7","1","1","2","2","1","2","1","3","3","3","1","11","1","0","2","5","1","1","275","999","8","0","1","770","43","1200","1","2","0","6260","0","3","3","329","1","700","25","2","1","1","8","8000","15","0","0","1","1","0","0","0","0","3","No"
1,"905",79,"1","1","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","19","2","0","0","0","2","1","22","999","0","0","6","6881","0","0","1","1","0","4710","4","0","6","25","6","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"613",54,"1","3","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","1","1","2","1","3","3","3","1","21","2","2","2","5","1","2","998","50","0","1","1","7860","58","0","1","1","0","2545","4","4","4","25","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"1103",33,"1","0","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","20","2","0","0","0","2","1","431","999","0","0","6","0","0","0","1","1","0","0","4","0","0","25","6","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1104",74,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","1","2","2","1","2","1","3","3","3","1","16","2","0","0","0","0","1","22","999","0","0","6","0","0","0","2","1","-1","0","0","0","4","25","0","0","0","2","1","4","1","1000","1","0","0","1","0","1","-1","0","0","1","Yes"
1,"506",10,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","21","2","0","0","0","2","1","50","999","0","0","6","0","0","0","6","1","-1","0","0","0","4","25","2","0","0","2","1","3","1","1000","1","0","0","1","0","1","-1","1","2","1","No"
2,"906",127,"1","2","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","2","1","20","2","2","2","5","0","1","924","999","0","0","1","8191","0","0","1","1","0","3255","4","4","4","25","6","900","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"803",159,"1","2","0","2","0","0","1","2","2","2","3",0,"3","2","5","0","0","0","0","1","3","3","3","3","21","2","2","3","5","1","3","996","999","0","0","1","7870","68","0","6","1","0","2205","4","4","4","33","3","900","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"601",59,"5","1","1","2","2","0","1","2","2","2","2",0,"10","1","1","2","2","1","2","2","3","3","3","1","24","2","3","2","5","1","1","615","999","8","0","1","7380","55","1350","1","2","0","1106","2","5","5","210","6","600","25","1","2","4","6","4015","4","1","0","1","0","0","0","1","2","4","No"
1,"503",59,"1","1","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","22","1","1","3","5","1","1","142","999","0","0","1","6490","0","0","1","1","0","1021","0","3","3","25","6","500","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"906",79,"4","1","1","2","2","0","1","2","2","1","4",1,"1","1","1","2","2","1","2","1","3","3","3","1","22","2","3","2","5","1","1","425","999","6","1","1","7770","52","4500","1","2","0","800","2","5","5","224","4","600","25","1","1","1","1","1000","1","0","0","1","0","1","0","2","2","4","No"
1,"401",61,"5","1","1","0","2","0","1","2","2","2","2",1,"1","1","5","0","0","0","0","3","3","3","3","1","19","1","3","2","5","0","4","999","999","7","1","1","4771","24","1260","6","2","0","4760","0","5","5","164","6","400","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","5","No"
1,"608",130,"1","3","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","22","2","3","3","5","1","2","148","142","0","1","1","7860","43","0","1","1","0","2310","4","5","6","26","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"401",43,"1","4","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","3","2","5","1","4","999","999","0","1","1","8090","61","0","1","1","0","2014","4","5","5","44","6","400","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"501",40,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","2","2","1","2","2","2","1","16","2","0","0","0","2","4","999","999","0","0","6","0","0","0","1","1","0","0","4","0","4","25","4","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
4,"1102",111,"1","1","0","0","2","0","2","2","2","1","2",2,"1","2","3","2","2","1","2","1","3","3","3","1","19","1","1","2","1","1","2","50","935","0","2","1","2670","43","0","4","1","0","9640","0","3","4","25","2","1100","25","2","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"603",144,"4","1","1","0","2","0","1","2","2","2","2",1,"1","1","1","2","2","2","2","1","3","3","3","1","21","1","5","2","5","1","4","999","999","7","1","1","7380","85","1450","1","2","0","1021","0","5","6","210","6","600","25","1","2","4","6","4015","4","1","0","1","0","0","0","2","2","4","No"
2,"804",39,"1","1","0","2","0","2","2","1","2","2","3",0,"2","2","5","0","0","0","0","3","2","2","2","3","16","2","1","1","5","1","2","935","50","0","0","1","8191","43","0","6","1","0","3550","4","4","4","36","1","900","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
2,"1301",227,"1","2","0","0","2","0","1","2","2","2","2",0,"2","2","5","0","0","0","0","1","3","3","3","1","16","1","3","3","5","0","4","999","999","0","0","1","9160","73","0","6","1","0","2040","0","5","5","25","5","1290","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1103",38,"1","6","0","0","2","2","2","1","2","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","24","1","0","2","5","1","2","50","22","0","0","1","7390","0","0","6","1","0","1360","0","5","6","25","6","1100","25","1","2","2","9","9000","17","0","0","2","0","1","0","1","2","1","No"
1,"801",43,"1","1","0","0","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","21","1","3","2","5","1","2","51","32","0","1","1","3580","49","0","6","1","0","1320","0","5","5","36","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"706",62,"1","1","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","20","2","0","0","0","2","2","50","22","0","0","6","7980","0","0","1","1","0","3310","4","0","0","25","6","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"1201",86,"5","1","3","0","1","1","2","1","1","1","1",1,"1","1","1","2","2","1","2","1","2","2","2","1","21","1","2","2","4","1","1","275","999","8","1","1","8680","78","1200","1","2","0","4140","0","4","5","329","3","1290","25","1","1","1","8","8000","15","0","0","1","1","0","0","1","2","3","No"
3,"806",78,"1","2","0","0","2","0","1","2","2","2","0",0,"11","2","3","2","2","1","2","1","3","3","3","1","19","2","3","2","5","1","1","939","999","0","0","1","8191","0","0","4","1","0","5110","4","5","5","25","6","800","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"609",58,"1","2","0","0","2","0","1","2","2","2","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","21","1","3","3","5","0","4","999","999","0","1","1","9160","30","0","4","1","0","2040","0","5","5","25","4","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"403",92,"1","1","0","0","2","0","2","2","1","2","2",1,"1","2","3","2","2","1","2","1","3","1","1","1","18","2","1","1","4","1","1","88","999","0","1","1","8170","64","0","4","1","0","3602","4","4","4","26","2","400","25","2","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"503",93,"1","1","0","0","2","0","2","2","1","2","2",1,"1","2","1","2","2","2","2","1","3","3","3","1","20","2","3","3","5","1","4","999","999","0","1","1","8270","49","0","1","1","0","3255","4","5","5","25","6","500","25","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
